username,Past Action,Time,Review,processed
Arief Zul (AriefZulIzwan),Local Guide · 42 reviews · 98 photos,3 years ago,Beautiful and comfortable store. The menu is the same. I like to see his big dessert. Beautiful Looks delicious. I want to take everything. But I only order sweet water and spaghetti because I know myself when with sweet foods. 😅 …,"['beautiful', 'comfortable', 'store', 'menu', 'like', 'see', 'big', 'dessert', 'beautiful', 'look', 'delicious', 'want', 'take', 'everything', 'order', 'sweet', 'water', 'spaghetti', 'know', 'sweet', 'food', '…']"
Liyana Idris,2 reviews,5 months ago,"seriously, it's very, very good.. it tastes like premium chocolate.. I've tried the copy sold near melaka.. but I can't compete with the original one.. it's goodpppppppp.. it's just a little expensive","['seriously', 'good', 'taste', 'like', 'premium', 'chocolate', 'try', 'copy', 'sell', 'near', 'malaga', 'can', 'not', 'compete', 'original', 'one', 'goodpppppppp', 'little', 'expensive']"
Mohd Osman Khan,9 reviews,7 months ago,"Dessert is delicious, but you guys have to be strong to stand in line. I'd say the price is affordable especially the cookies in the tub. People put it until they can't close it.","['dessert', 'delicious', 'guy', 'strong', 'stand', 'line', 'would', 'say', 'price', 'affordable', 'especially', 'cooky', 'tub', 'people', 'put', 'can', 'not', 'close']"
ahmad tharmizi,Local Guide · 99 reviews · 276 photos,a year ago,"It's so sweet, it's called chocolate.

Delicious …","['sweet', 'call', 'chocolate', 'delicious', '…']"
Nur Dini Arina Shaharin,Local Guide · 47 reviews · 181 photos,2 years ago,Only for chocolate lovers. Those who are not chocolate lovers do not need to. Heavy food (rice and so on) can be improved further. 5/10. For a tiptop dessert. 10/10,"['chocolate', 'lover', 'chocolate', 'lover', 'need', 'heavy', 'food', 'rice', 'improve', 'laptop', 'dessert']"
Amirul Shahidan,Local Guide · 45 reviews · 43 photos,a year ago,"There are so many choices for chocolate-based desserts. For brown ghosts, you have to be shocked here. There is also a western menu. The staff is very responsive. The decoration is very instagrammable. But make sure to order/bring boiled water.","['many', 'choice', 'chocolatebased', 'dessert', 'brown', 'ghost', 'shock', 'also', 'western', 'menu', 'staff', 'responsive', 'decoration', 'instagrammable', 'make', 'sure', 'order', 'boiled', 'water']"
Anis,Local Guide · 42 reviews · 25 photos,3 years ago,"Chicken rice RM10 but the chicken is only a small spoonful. When asked, the waiter said that it was chicken slice like this. Then, they add another slice to the plate. Thanks","['chicken', 'rice', 'rm', 'chicken', 'small', 'spoonful', 'ask', 'waiter', 'say', 'chicken', 'slice', 'like', 'add', 'another', 'slice', 'plate', 'thanks']"
saiful azizi Arifin,Local Guide · 43 reviews · 50 photos,2 years ago,"FOOD: overall satisfied. Not to bad. Order for Nasi Mary Grilled Meat and Cadbury Bananan Bite, it's crazy delicious.. …","['food', 'overall', 'satisfy', 'bad', 'order', 'nasa', 'mary', 'grill', 'meat', 'cadbury', 'banana', 'bite', 'crazy', 'delicious', '…']"
ayu shapie,Local Guide · 80 reviews · 73 photos,7 months ago,"Long line.. But not long.. If you can prepare chairs for the elderly or expectant mothers to sit..
The price of food is cheap, not cheap, expensive, not expensive.. But no, you …","['long', 'line', 'long', 'prepare', 'chair', 'elderly', 'expect', 'mother', 'sit', 'price', 'food', 'cheap', 'cheap', 'expensive', 'expensive', '…']"
Balqis Ridza,171 reviews · 250 photos,a year ago,"It's very tasty, it's normal when you eat it, it's always very sweet, BUT THE BEST OF ALL, THE STAFF IS OKAY, ALL OF THEM ARE FRIENDLY, FRIENDLY, SOUR FACES, MORE PARTS THAT TAKE CARE OF PANCAKES, ASK BEAUTIFUL FACES, ANSWER FRIENDLY QUESTIONS","['tasty', 'normal', 'eat', 'always', 'sweet', 'best', 'staff', 'okay', 'friendly', 'friendly', 'sour', 'face', 'part', 'take', 'care', 'pancake', 'ask', 'beautiful', 'face', 'answer', 'friendly', 'question']"
norita dzulkefle,Local Guide · 23 reviews · 35 photos,a year ago,Food is good ... chocholate must be sweet right? .. it's just sad that some of the ordered items are left behind. The counter staff x for the 1st box. If you don't have the means to taste a cheese tart. Careless me too.,"['food', 'good', 'chocolate', 'must', 'sweet', 'right', 'sad', 'order', 'item', 'leave', 'behind', 'counter', 'staff', 'x', 'st', 'box', 'mean', 'taste', 'cheese', 'tart', 'careless']"
Ayu Aisyah,4 reviews,2 weeks ago,delicious as always. Thank you for opening for a long time for this fasting month.,"['delicious', 'always', 'thank', 'open', 'long', 'time', 'fast', 'month']"
Norizan Abdul Wahab,Local Guide · 112 reviews · 61 photos,6 months ago,"ALL the desserts here... just sweet... but there's always a long line since VIRAL...
It used to be okay to just buy calmly, now don't expect...get ready to buy …","['dessert', 'sweet', 'there', 'always', 'long', 'line', 'since', 'viral', 'use', 'okay', 'buy', 'calmly', 'expect', 'ready', 'buy', '…']"
siti azizah,4 reviews · 10 photos,2 years ago,"Cafe lawa, the food is also delicious, come guys to confirm love it, please make another cwnngn in Seremban, far away, I want to come to Selayang hehehe","['cafe', 'law', 'food', 'also', 'delicious', 'come', 'guy', 'confirm', 'love', 'please', 'make', 'another', 'cannon', 'seremban', 'far', 'away', 'want', 'come', 'delaying', 'hehehe']"
Ereena Marzuki,Local Guide · 15 reviews · 26 photos,3 years ago,Love the crown red velvet cake.. there is cream cheese filling on the top of the cake as seen in the 2nd pic before pouring the choc sauce on top. Cake and whoopie are all delicious and soft! Marvelous,"['love', 'crown', 'red', 'velvet', 'cake', 'cream', 'cheese', 'fill', 'top', 'cake', 'see', 'nd', 'pic', 'pour', 'hoc', 'sauce', 'top', 'cake', 'whoop', 'delicious', 'soft', 'marvelous']"
Aniqah Zulkifli,Local Guide · 34 reviews · 64 photos,a year ago,"fans like desserts from sd open near kepong and only sell a few options of desserts. It's the right place if you're craving for chocolate, especially for women😂 …","['fan', 'like', 'dessert', 'sd', 'open', 'near', 'keep', 'sell', 'option', 'dessert', 'right', 'place', 'crave', 'chocolate', 'especially', 'woman', '…']"
haslinda bahraum,Local Guide · 59 reviews · 225 photos,6 months ago,"Customers are queuing outside.. after being able to enter, they have to queue again on the left side to pay first. may need to review a more suitable and faster way.","['customer', 'quote', 'outside', 'able', 'enter', 'queue', 'leave', 'side', 'pay', 'first', 'may', 'need', 'review', 'suitable', 'fast', 'way']"
ahmed,5 reviews · 1 photo,a year ago,"that's enough. Donuts smell like yeast or something sour. just a little topping on top of the donut. Cheese tart brownies are ok. the small one is like a sponge cake, so it's not possible. not worth my motor oil.","['enough', 'debut', 'smell', 'like', 'yeast', 'something', 'sour', 'little', 'top', 'top', 'dont', 'cheese', 'tart', 'brownish', 'ok', 'small', 'one', 'like', 'sponge', 'cake', 'possible', 'worth', 'motor', 'oil']"
Min Zul,"Local Guide · 348 reviews · 4,487 photos",a year ago,delicious food and best fast service,"['delicious', 'food', 'best', 'fast', 'service']"
Siti Faridah,22 reviews · 25 photos,4 years ago,Fast service..hope to maintain the quality like this...usually viral shops/cafes have slow service..but this is fast..delicious & the best dessert,"['fast', 'servicehope', 'maintain', 'quality', 'like', 'thisusually', 'viral', 'shopscafes', 'slow', 'servicebut', 'fastdelicious', 'best', 'dessert']"
Qie,1 review · 2 photos,10 months ago,"The staff has to learn soft skills, not everyone understands the system of dine in and take away at more of our stores that come for the first time.  Don't send him away like that (because we queued up near the take away, I don't know the …","['staff', 'learn', 'soft', 'skill', 'everyone', 'understand', 'system', 'dine', 'take', 'away', 'store', 'come', 'first', 'time', 'send', 'away', 'like', 'queue', 'near', 'take', 'away', 'know', '…']"
firdaus hamzi,Local Guide · 163 reviews · 2 photos,8 months ago,"I actually tried it a long time ago before it went viral, and I never repeated it because I thought it was normal. when it goes viral, just try again and my opinion is still the same. it's normal.. it's not good, it's just normal.. maybe …","['actually', 'try', 'long', 'time', 'ago', 'go', 'viral', 'never', 'repeat', 'think', 'normal', 'go', 'viral', 'try', 'opinion', 'still', 'normal', 'good', 'normal', 'maybe', '…']"
Mio Asmara,Local Guide · 86 reviews · 235 photos,4 years ago,"The staff are very attentive, give priority to pregnant mothers to enter first, and ask customers if they need a babychair when they see a customer with a baby/boy. A clean, spacious and pleasant environment. …","['staff', 'attentive', 'give', 'priority', 'pregnant', 'mother', 'enter', 'first', 'ask', 'customer', 'need', 'babychair', 'see', 'customer', 'babyboy', 'clean', 'spacious', 'pleasant', 'environment', '…']"
Nurul Afikah,4 reviews · 1 photo,10 months ago,"Dessert is appppppp. But his system is crazy confusing and makes the store crowded. Some have to pay first before they can pick up, some have to pick up first and then pay. It looks crowded as there is only one cashier to pay and many are …","['dessert', 'appppppp', 'system', 'crazy', 'confuse', 'make', 'store', 'crowded', 'pay', 'first', 'pick', 'pick', 'first', 'pay', 'look', 'crowd', 'one', 'cashier', 'pay', 'many', '…']"
Hannani Mazalan,Local Guide · 61 reviews · 82 photos,3 years ago,"I can't give 5 because many of the menus have expired when I came earlier. I arrived at 2.15pm. Waffles are all gone. There is no western either. So my husband and I just got to eat brownies and smoothies. Better call first and ask what menu is available. If not, you'll be upset.","['can', 'not', 'give', 'many', 'menu', 'expire', 'come', 'earlier', 'arrive', 'pm', 'wale', 'go', 'western', 'either', 'husband', 'get', 'eat', 'brownish', 'smoother', 'well', 'call', 'first', 'ask', 'menu', 'available', 'upset']"
setia taat,1 review,10 months ago,"I don't deny that he tastes good. But the system is like garbage. Wow, you have to queue for a long time to dine in. Once inside, you have to queue for a long time to eat dessert BECAUSE YOU CAN'T ORDER FROM THE TABLE. You've had dessert, …","['deny', 'taste', 'good', 'system', 'like', 'garbage', 'wow', 'queue', 'long', 'time', 'dine', 'inside', 'queue', 'long', 'time', 'eat', 'dessert', 'can', 'not', 'order', 'table', 'dessert', '…']"
Salimah Mohd Rashid,13 reviews,10 months ago,"Queuing very long with the heat inside the store. Apparently the purchase of viral products is limited. Should tell early. There is no need for us to queue up. Whatever it is, pray for the business to improve and progress.","['quote', 'long', 'heat', 'inside', 'store', 'apparently', 'purchase', 'viral', 'product', 'limit', 'tell', 'early', 'need', 'u', 'queue', 'whatever', 'pray', 'business', 'improve', 'progress']"
Sahira Aminah,Local Guide · 44 reviews · 48 photos,11 months ago,"The 3rd time I went. I like many options. Staff friendly. We like cheese in a cup, even though it's sweeter, hehe, but once in a while. You also have to buy baby pancakes when you come. Let's try the croissant with hot choc. Taste wise for …","['rd', 'time', 'go', 'like', 'many', 'option', 'staff', 'friendly', 'like', 'cheese', 'cup', 'even', 'though', 'sweater', 'also', 'buy', 'baby', 'pancake', 'come', 'let', 'u', 'try', 'croissant', 'hot', 'hoc', 'taste', 'wise', '…']"
Sri Hazwani D' Hj Mohd Nordin,Local Guide · 100 reviews · 472 photos,a year ago,"A very sweet dessert.
Please rinse and drink plenty of boiled water.","['sweet', 'dessert', 'please', 'rise', 'drink', 'plenty', 'boiled', 'water']"
Alia Yasmin,6 reviews · 4 photos,a year ago,The ramen is also very expensive. It's not really hard boiled ramen.. the price is RM17 something but I don't know if I can get it. Frust is also there. Walked in and didn't understand which counter to start and what to do. No clear …,"['raven', 'also', 'expensive', 'really', 'hard', 'boil', 'raven', 'price', 'rm', 'something', 'know', 'get', 'trust', 'also', 'walk', 'understand', 'counter', 'start', 'clear', '…']"
Fazari Hamzi,7 reviews · 2 photos,a year ago,"My experience when coming 14jan24, 1) staff think about their own work and are not polite to customers
2) a small empty paper bag without any print is charged RM1? Never go to another …","['experience', 'come', 'jan', 'staff', 'think', 'work', 'polite', 'customer', 'small', 'empty', 'paper', 'bag', 'without', 'print', 'charge', 'rm', 'never', 'go', 'another', '…']"
Souldessert,1 review,a year ago,"Chicken murtabak a piece rm 10..small size from the night market, the good thing is that the salt is not stingy.. Over Salty😂 …","['chicken', 'murtabak', 'piece', 'rm', 'small', 'size', 'night', 'market', 'good', 'thing', 'salt', 'sting', 'salty', '…']"
md rafiuddin,Local Guide · 47 reviews · 8 photos,10 months ago,"I had to queue for a long time and had to change the line because it was the wrong line, there was no staff to look after the line to give information, where to queue, many people gave up because they had to queue again, it wasn't worthy of the hype","['queue', 'long', 'time', 'change', 'line', 'wrong', 'line', 'staff', 'look', 'line', 'give', 'information', 'queue', 'many', 'people', 'give', 'queue', 'worthy', 'hype']"
Mohamed Mustaqim,Local Guide · 24 reviews · 1 photo,6 months ago,Lovers of sweets and desserts! This is the place. Interesting environment. There are delicious cookies,"['lover', 'sweet', 'desserts', 'place', 'interesting', 'environment', 'delicious', 'cooky']"
Norfatihah Abdul Razak,4 reviews · 1 photo,a year ago,"first time going to their HQ, and I went on the weekend, yes, I already expected a lot of people, but the first time I went, there were 2 queues, I didn't notice so I just lined up, but it was strange that the queue on the other side was …","['first', 'time', 'go', 'hq', 'go', 'weekend', 'yes', 'already', 'expect', 'lot', 'people', 'first', 'time', 'go', 'queue', 'notice', 'line', 'strange', 'queue', 'side', '…']"
Aisyah Rahim,Local Guide · 204 reviews · 619 photos,2 years ago,"Her chocolate desserts are all delicious, but sometimes they feel so expensive, she only makes them once every 3 months to get rid of cravings for us who are in our 40s. His other menu is just so-so, the portion is not big and the price is not worth it.","['chocolate', 'dessert', 'delicious', 'sometimes', 'feel', 'expensive', 'make', 'every', 'month', 'get', 'rid', 'carving', 'u', 'menu', 'solo', 'portion', 'big', 'price', 'worth']"
Dr Aseela Ariffin,Local Guide · 37 reviews,a year ago,"Overalls; disappointed. Customer service is indeed out, from the front to the kitchen staff; the water supply is also located at the top of the table far from the customer; little things that make you “???”. Charge rm0.5 for a very small …","['overall', 'disappointed', 'customer', 'service', 'indeed', 'front', 'kitchen', 'staff', 'water', 'supply', 'also', 'locate', 'top', 'table', 'far', 'customer', 'little', 'thing', 'make', '“', '”', 'charge', 'rm', 'small', '…']"
nida fathinah,8 reviews · 1 photo,2 years ago,"If you come here for dessert it's ok. Cafe food not recommended. I ordered plain aglio olio pasta (onion+mushroom) at RM10 and grilled chicken rice at RM17 and so on. Seriously not good. Salty pasta, chicken with black pepper sauce or …","['come', 'dessert', 'ok', 'cafe', 'food', 'recommend', 'order', 'plain', 'also', 'lio', 'pasta', 'onionmushroom', 'rm', 'grill', 'chicken', 'rice', 'rm', 'seriously', 'good', 'salty', 'pasta', 'chicken', 'black', 'pepper', 'sauce', '…']"
Zafirah Ishak,Local Guide · 19 reviews · 7 photos,2 years ago,"We order
3 small pavlovas
2 sushi-sized cheesecakes …","['order', 'small', 'pavlova', 'sushisized', 'cheesecake', '…']"
Syad Hamran,Local Guide · 12 reviews · 45 photos,2 years ago,"Service is slow, I queued for three people for a crazy long time, then the staff asked the customer who had just queued to enter first. As seats 2 people. The three of us don't prioritize, just add 1 chair. After paying the cashier 1, the …","['service', 'slow', 'queue', 'three', 'people', 'crazy', 'long', 'time', 'staff', 'ask', 'customer', 'queue', 'enter', 'first', 'seat', 'people', 'three', 'u', 'prioritize', 'add', 'chair', 'pay', 'cashier', '…']"
Nurul humairah Moe,3 reviews · 1 photo,2 years ago,"The price is so high...the food is sweet...spaghettie is crazy salty...the donut pastry just tastes like a roadside shop, the chocolate dip is RM8.90...better buy the crispy creme...I don't believe it come... prepare a lot of money if you bring a boy...","['price', 'eighth', 'food', 'sweetspaghettie', 'crazy', 'saltythe', 'dont', 'pastry', 'taste', 'like', 'roadside', 'shop', 'chocolate', 'dip', 'well', 'buy', 'crisp', 'crime', 'believe', 'come', 'prepare', 'lot', 'money', 'bring', 'boy']"
alep jaww,13 reviews,3 years ago,"It tastes like a normal dessert. The order system is troublesome. The line is slow and I can't order. System when you order mineral water with ice, you only get ice. When asked, they said mineral water had to be taken at the counter. What's …","['taste', 'like', 'normal', 'dessert', 'order', 'system', 'troublesome', 'line', 'slow', 'can', 'not', 'order', 'system', 'order', 'mineral', 'water', 'ice', 'get', 'ice', 'ask', 'say', 'mineral', 'water', 'take', 'counter', '…']"
